ELEC3802,Fundamentals of Biomedical Engineering,"This unit aims to teach how signals are processed by computers. It describes the key concepts of digital signal processing, including details of various transforms and filter design. Students are expected to implement and test some of these ideas on a digital signal processor (DSP). Completion of the unit will facilitate progression to advanced study in the area and to work in the industrial use of DSP. The following topics are covered. Review of analog and digital signals. Analog to digital and digital to analog conversion. Some useful digital signals. Difference equations and filtering. Impulse and step response of filters. Convolution representation of filters. The Z-transform. Transfer functions and stability. Discrete time Fourier transform (DTft) and frequency response of filters. Finite impulse response (FIR) filter design: windowing method. Infinite impulse response (IIR) filter design: Butterworth filters, Chebyshev filters, Elliptic filters and impulse invariant design. Discrete Fourier Transform (Dft): windowing effects. Fast Fourier Transform (Fft): decimation in time algorithm. DSP hardware.    Classes<br>    Lectures, Tutorials, Laboratories, Project Work - own time    Assessment<br>    Through semester assessment (43%) and Final Exam (57%)    Assumed knowledge<br>    Specifically the following concepts are assumed knowledge for this unit: familiarity with basic Algebra, Differential and Integral Calculus, continuous linear time-invariant systems and their time and frequency domain representations, Fourier transform, sampling of continuous time signals.	                                        	                                                                Prohibitions            ELEC5736                                        "
ELEC3803,Bioelectronics,"This unit of study aims to teach students analysis and design techniques for electronic systems such as signal amplifiers, differential amplifiers and power amplifiers. A background in basic electronics and circuit theory is assumed. Completion of this unit will allow progression to advanced studies or to work in electronics and telecommunication engineering. Topics covered are as follows. The BJT as an amplifier. Biasing in BJT amplifier circuits. Small signal operation and models. Single stage BJT amplifiers. BJT internal capacitances and high frequency models. The frequency response of the common-emitter amplifier. BJT current sources and current mirrors. Differential amplifiers. Output stages and power amplifiers: class A, class B and class AB.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (50%) and Final Exam (50%)    Assumed knowledge<br>    A background in basic electronics and circuit theory is assumed.	                                        	                                                                Prohibitions            ELEC5737                                        "
ELEC3901,Electrical Exchange Unit 1A,"This unit of study provides an introduction to the fundamental operation and design of transmitter and receiver subsystems for two broad classes of communications systems: those based on electronic transmission and those based on optical transmission. In the area of electronic communication subsystems, the course presents transmitter and receiver design. Topics relating to the transmitter comprise electronic oscillator sources, tuned electronic amplifiers, and modulators. Topics relating to receiver design comprise RF and IF frequency selective amplifiers, mixers, demodulators, phase-lock loops, feedback amplifiers, and high frequency RF and microwave communication amplifiers. In the area of optical communication subsystems, the course presents photonic transmitters and receivers. On the transmitter side this focuses on the principles of light generation in optical sources such as semiconductor lasers and light emitting diodes, electro-optic modulation of light, and optical amplifiers. On the receiver side, photodetectors, optical receivers, and front-end circuits are discussed. The principles and design of these subsystems are considered with reference to a basic optoelectronic communication link.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (25%) and Final Exam (75%)    Assumed knowledge<br>    A background in basic electronics and circuit theory is assumed.	                                        	                                                                Prohibitions            ELEC5738                                        "
ELEC3902,Electrical Exchange Unit 1B,"This is an intermediate unit of study in telecommunications following on the general concepts studied in earlier units such as Signal and Systems and leading on to more advanced units such as Digital Communication Systems. Student will learn how to critically design and evaluate digital communication systems including the elements of a digital transmission system, understand the limitations of communications channels, different analog and digital modulation schemes and reasons to use digital techniques instead of analog, and the effect of noise and interference in performance of the digital communication systems. On completion of this unit, studentss will have sufficient knowledge of the physical channel of a telecommunications network to approach the study of higher layers of the network stack. The following topics are covered. Introduction to communications systems, random signals and stochastic process, components, signals and channels, sampling, quantization, pulse amplitude modulation (PAM), pulse code modulation (PCM), quantization noise, time division multiplexing, delta modulation. Digital communications: baseband signals, digital PAM, eye diagram, equalization, correlative coding, error probabilities in baseband digital transmission, bandpass transmission, digital amplitude shift keying (ASK), frequency shift keying (FSK), phase shift keying (PSK) and quadrature shift keying (QPSK), error probabilities in bandpass digital transmission, a case study of digital communication systems. Introduction to information theory: fundamental limits in communications, channel capacity and channel coding, signal compression.    Classes<br>    Lectures, Laboratories, Tutorials    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            ELEC9302. Fourier transform, fundamental in signals and systems theory, convolution, and similar techniques.                        Prohibitions            ELEC5739                                        "
ELEC3903,Electrical Exchange Unit 1C,"Students undertaking this unit should be familiar with fundamental digital technologies and representations such as bit complement and internal word representation. Students should also have a basic understanding of the physical properties of communication channels, techniques and limitations. Furthermore, students should be able to apply fundamental mathematical skills. The unit will cover the following specific material: Communication reference models (TCP/IP, ATM and OSI). Circuit switched and packet switched communication. Network node functions and building blocks. LAN, MAN and WAN technologies. ATM systems. Protocols fundamental mechanisms. The TCP/IP core protocols (IP, ICMP, DHCP, ARP, TCP, UDP etc. ). Applications and protocols (ftP, Telnet, SMTP, HTTP etc. ).    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (50%) and Final Exam (50%)                                        	                                                                Prohibitions            ELEC5740                                        "
ELEC3904,Electrical Exchange Unit 2A,"The lecture starts with an overview of major components of a digital communication system and current technology. Then the following knowledge will be covered: efficient coding/representation of information source, channel coding of information to combat noise and interference, optimal received design, principles of incoherent systems, error probability calculations, solutions to problems caused by transmitting a signal through a bandlimited channel and caused by multipath, and spread spectrum systems. The lecture concludes with a discussion of future directions of digital communication systems.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (45%) and Final Exam (55%)                                        	                                                                Prohibitions            ELEC5744                                        "
ELEC3905,Electrical Exchange Unit 2B,"This unit of study introduces the fundamental digital concepts upon which the design and operation of modern digital computers are based. A prime aim of the unit is to develop a professional view of, and a capacity for inquiry into, the field of computing. Topics covered include: data representation, basic computer organisation, the CPU, elementary gates and logic, machine language, assembly language and high level programming constructs.    Classes<br>    Lectures, Laboratories, Tutorials    Assessment<br>    Through semester assessment (60%) and Final Exam (40%)    Assumed knowledge<br>    HSC Mathematics extension 1 or 2	                                        	                                                                Prohibitions            ELEC5711                                        "
ELEC3906,Electrical Exchange Unit 2C,"The purpose of this unit is to equip students with the skills to design simple digital logic circuits which comprise modules of larger digital systems. The following topics are covered: logic operations, theorems and Boolean algebra, number systems (integer and floating point), combinational logic analysis and synthesis, sequential logic, registers, counters, bus systems, state machines, simple CAD tools for logic design, and the design of a simple computer.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (40%) and Final Exam (60%)    Assumed knowledge<br>    This unit of study assumes some knowledge of digital data representation and basic computer organisation.	                                        	                                                                Prohibitions            ELEC5722                                        "
ELEC4505,Digital Communication Systems,"The aim of this unit of study is to teach students about microprocessors and their use. This includes architecture, programming and interfacing of microcomputers, peripheral devices and chips, data acquisition, device monitoring and control and communications.    Classes<br>    Lectures, Laboratories    Assessment<br>    Through semester assessment (30%) and Final Exam (70%)    Assumed knowledge<br>    Logic operations, theorems and Boolean algebra, data representation, number operations (binary, hex, integers and floating point), combinational logic analysis and synthesis, sequential logic, registers, counters, bus systems, state machines, simple CAD tools for logic design, basic computer organisation, the CPU, peripheral devices, software organisation, machine language, assembly language, operating systems, data communications and computer networks.	                                        	                                                                Prohibitions            ELEC5741                                        "
ELEC4605,Computer Architecture,"This unit of study explores the design of a computer system at the architectural and digital logic level. Topics covered include instruction sets, computer arithmetic, performance evaluation, datapath design, pipelining, memory hierarchies including caches and virtual memory, I/O devices, and bus-based I/O systems. Students will design a pipelined reduced instruction set processor.    Classes<br>    Lectures, Tutorials, Project work    Assessment<br>    through semester assessment (40%) and final exam (60%)    Assumed knowledge<br>    ELEC9607. Knowledge of microprocessor systems (embedded systems architecture, design methodology, interfacing and programming) is required.	                                        	                                                        Pre-requisites            ELEC9602. Knowledge of digital logic (logic operations, theorems and Boolean algebra, number systems, combinational logic analysis and synthesis, sequential logic, registers, counters, bus systems, state machines, design of a simple computer, and using hardware description languages such as VHDL or Verilog) is required.                        Prohibitions            ELEC3608                                        "
ELEC4702,Practical Experience,"This unit of study will focus on the design, the architecture and the development of web applications using technologies currently popular in the marketplace including Java and . NET environments. There are three key themes examined in the unit: Presentation layer, Persistence layer, and Interoperability. The unit will examine practical technologies such as JSP and Servlets, the model-view-controller (MVC) architecture, database programming with ADO. NET and JDBC, advanced persistence using ORM, XML for interoperability, and XML-based SOAP services and Ajax, in support of the theoretical themes identified. On completion the students should be able to: Compare Java/J2EE web application development with Microsoft . NET web application development; Exposure to relevant developer tools (e. g. Eclipse and VS. NET); Be able to develop a real application on one of those environments; Use XML to implement simple web services and AJAX applications.    Classes<br>    Lectures, Tutorials, Project Work - own time    Assessment<br>    Through semester assessment (40%) and Final Exam (60%)                                        	                                                                Prohibitions            ELEC5742                                        "
ELEC4706,Project Management,"This unit examines the essential pre-production stages of designing successful internet websites and services. It focuses on the aspects of analysis, project specification, design, and prototype that lead up to the actual build of a website or application. Topics include, B2C, B2B and B2E systems, business models, methodologies, modeling with use cases / UML and WebML, the Project Proposal and Project Specification Document, Information Architecture and User-Centred Design, legal issues, and standards-based web development. Students build a simple use-case based e-business website prototype with web standards. A final presentation of the analysis, design and prototype are presented in a role play environment where students try to win funding from a venture capitalist. An understanding of these pre-production fundamentals is critical for future IT and Software Engineering Consultants, Project Managers, Analysts and CTOs.    Classes<br>    Tutorials, Presentation, Project Work - own time    Assessment<br>    Through semester assessment (70%) and Final Exam (30%)    Assumed knowledge<br>    Basic knowledge of Database Management Systems	                                        	                                                                Prohibitions            ELEC5743 OR EBUS3003                                        "
ELEC4710,Engineering Project A,"This unit of study aims to develop knowledge of the fundamental concepts and building blocks of electrical and electronics circuits. This is a foundation unit in circuit theory. Circuit theory is the electrical engineer&apos;s fundamental tool. The concepts learnt in this unit will be made use of heavily in many units of study (in later years) in the areas of electronics, instrumentation, electrical machines, power systems, communication systems, and signal processing. Topics: a) Basic electrical and electronic circuit concepts: Circuits, circuit elements, circuit laws, node and mesh analysis, circuit theorems, energy storage, capacitors and inductors, circuits with switches, transient response, sine waves and complex analysis, phasors, impedance, ac power. ; b) Project management, teamwork, ethics; c) Safety issues    Classes<br>    Lectures, Laboratories, Tutorials    Assessment<br>    Through semester assessment (40%) and Final Exam (60%)    Assumed knowledge<br>    Basic knowledge of differentiation &amp; integration, and HSC Physics	                                        	                                                                Prohibitions            ELEC5710 OR ELEC1103                                        "
ELEC4711,Engineering Project B,"Modern Electronics has come to be known as microelectronics which refers to the Integrated Circuits (ICs) containing millions of discrete devices. This course introduces some of the basic electronic devices like diodes and different types of transistors. It also aims to introduce students the analysis and design techniques of circuits involving these discrete devices as well as the integrated circuits. Completion of this course is essential to specialize in Electrical, Telecommunication or Computer Engineering stream.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (40%) and Final Exam (60%)    Assumed knowledge<br>    Ohm`s Law and Kirchoff`s Laws; action of Current and Voltage sources; network analysis and the superposition theorem; Thevenin and Norton equivalent circuits; inductors and capacitors, transient response of RL, RC and RLC circuits; the ability to use power supplies, oscilloscopes, function generators, meters, etc.	                                        	                                                                Prohibitions            ELEC5720 OR ELEC2104                                        "
ELEC4712,Thesis A,"Real engineering in 1st year! The course is designed to introduce Dalyell students to the essential professional engineering skills of leadership, communication, problem identification and solution, design, teamwork, project management and understanding of the social, cultural, global, ethical and environment responsibilities of the professional engineer. These skills are pursued through a real world Engineers Without Borders Challenge project in a developing country.    Classes<br>    lectures, tutorials    Assessment<br>    through semester assessment (100%)    Assumed knowledge<br>    HSC Mathematics Extension 1 and HSC studies in one or more Science subjects. Students must have an ATAR equivalent score of at least 98 and faculty permission	                                        	                                                                Prohibitions            ENGG1111 OR INFO1111                                        "
ELEC4713,Thesis B,"This unit takes an interdisciplinary approach to think strategically about a selection of key issues that emerge from human-technology interactions. This unit shows how the human-technology interface impacts on what people do with technology (whether a computer program, or a physical equipment), and especially on mistakes that might be made, which can threaten physical safety, social well-being, privacy, and other human needs. The unit will analyse risks that arise from poor or malicious interface design, how one can evaluate these risks, some different ways to limit the risks, and the ethical implications of this. Students will learn about physiological, cognitive, social and cultural aspects of human interaction; diversity among people (including cultural norms etc) impacting both what they aim to do, and how they &apos;read&apos; instructions, discover affordances and actually use systems. The unit deals with fairness, accountability and transparency of sophisticated interfaces. The unit will provide insights that are important for future leaders, both of technology creation activities and of organizations that include the users. An interdisciplinary approach to evaluating these systems provides an opportunity for collaboration and identification of many factors that would otherwise not typically be considered by the designers of the system. This leads to a collective effort to improve current systems and for future systems to be designed that not only consider better functionality and usability, but also their impact on people, society and the environment across time and space.    Classes<br>    lectures, laboratories    Assessment<br>    through semester assessment (50%), final exam (50%)    Assumed knowledge<br>    This unit is for students in the Dalyell stream, in any degree.	                                        	        "
ELEC4714,Major Industrial Project,"This course is designed to provide students with the challenging experience of transforming a good idea, of their own choosing, into a commercial reality. It provides the opportunity for students to assess and develop their entrepreneurial skills. It develops the key competencies of opportunity identification, creativity, vision, ideas assessment, self-awareness, motivation, mobilising resources, financial and economic literacy, planning and management, coping with uncertainty and the pursuit of learning through experience.    Classes<br>    lectures, project work    Assessment<br>    through semester assessment (100%)    Assumed knowledge<br>    This unit is for students in the Dalyell stream, in any degree.	                                        	        "
ELEC5020,Capstone Project A,"This is a shell unit to enable Flexible First Year students to complete their Semester 2 enrolment.                                        	        "
ELEC5021,Capstone Project B,"This is a shell unit to enable Flexible First Year students to complete their Semester 2 enrolment.                                        	        "
ELEC5022,Capstone Project B Extended,"This is a shell unit to enable Flexible First Year students to complete their Semester 2 enrolment.                                        	        "
ELEC5101,Antennas and Propagation,"ENGG1000 is a unique course that aims to provide students with an understanding of the historical development of Engineering with relation to societal expectations of the period. Engineering as a field of study and profession has developed over millennia from simple (yet significant) advances in technology such as the lever and wheel, to modern day examples such as advanced computers, nanomaterials and space flight. Interaction between human society and Engineers has helped develop and guide the advancement of engineering technology; with society posing problems for Engineers to solve and Engineers developing new technology that changed the course of human history, and helped shape the world we live in. The general philosophy behind Engineering is that Engineers work to fulfill the needs of society (water, electricity, technological improvements etc. ), and as such Engineers are expected to act ethically towards society. The role of Engineers in society will be analysed and discussed from a humanistic perspective, with relation to the current Engineers Australia code of ethics. Other relevant philosophical analyses of Engineering as a skill and profession will also be examined such as, aesthetics, creativity, the epistemology of Engineering and more. This course will use online resources extensively and help develop research and communication skills of students, whilst providing an overview of the historical significance of Engineers in society, and what it means to be an Engineer.    Classes<br>    Lectures, Tutorials, E-Learning, Independent Research    Assessment<br>    Through semester assessment (100%)                                        	        "
ELEC5203,Topics in Power Engineering,No official course description found
ELEC5204,Power Systems Analysis and Protection,"Integrated Engineering 1 is an introductory Unit of Study within the Faculty of Engineering and Information Technologies. It aims to provide commencing undergraduate engineering students with an understanding of the nature and diversity of engineering practice and begin the development of a set of intellectual tools for integrating their ongoing personal, academic, and professional development. The unit highlights foundational engineering and professional practice skills, and the application of these skills to real world projects and workplace practice. It demonstrates the role that various professional and academic competencies play in the ability to manage contemporary professional engineering issues. The students are introduced to the Engineers Australia (EA) competency standards as one framework for evaluating their professional development, and students establish a preliminary portfolio which includes a self-assessment of their current understanding and capabilities against this framework. This portfolio will then be maintained and evolved throughout (and ideally beyond) their degree as a way of demonstrating current competencies and planning future development. This component also considers the way in which the diverse elements of their degree integrate together synergistically to establish emergent professional capabilities. In developing knowledge of the discipline, students enhance their capacity for lifelong learning through critical reflection and self-assessment, creating and monitoring career goals as well as building a sense of responsibility for their learning. Through case studies, design projects and challenges, students expand their communication skills, develop competency in team-based problem solving and in creating innovative solutions, as well as apply critical thinking and inquiry. The activities encourage the development of research skills, experience of the engineering design process, leading and managing projects, and the significance of ethics, safety and sustainability.Dalyell students may enrol in ENGD1000 Building a Sustainable World in place of ENGG1111    Classes<br>    Lectures, Tutorials    Assessment<br>    Through semester assessment (100%)                                        	                                                                Prohibitions            ENGG1803 or ENGG1061                                        "
ELEC5205,High Voltage Engineering,"This unit gives a brief introduction to a range of specialisations in Engineering including Aeronautical, Biomedical, Chemical, Civil, Mechanical, Electrical and Information Engineering. First-year students have the opportunity to experience aspects of each engineering stream and thus be able to better select which area they wish to pursue in their future studies. There are four Schools in the Faculty and each School will deliver a three-week module covering its specialisations. School of Chemical and Biomolecular Engineering. This module enables students to gain an appreciation of the methods in transforming raw materials to value-added products. Students gain an insight into the application of the basic principles of chemistry, mathematics, material and energy balance in assessing and designing processes, operations and maintenance and safety requirements and procedures. This is achieved through a project based activity that involves a paper-based study of a process followed by construction and testing of performance. School of Civil Engineering. Introductory lectures in Engineering Economics and Construction Planning, Foundation Engineering, Structural Engineering, Materials, Environmental Engineering. Each student is involved in the erection and dismantling of several Scaled Model Structures in the Civil Engineering Courtyard. Preliminary lectures related to the models include safety issues, loading, static analysis, foundation calculations, construction management, engineering drawings and detailing, geometric calculations, and survey measurements. Exercises related to these issues are performed before assembly and disassembly of the models. School of Electrical and Information Engineering. Overview of Electrical Engineering, Basic circuit analysis: circuits, currents and voltages: Power and Energy; Ohms law, KCL, KVL. Resistive circuits: Resistance in series and parallel; voltage divider and current divider circuits. Introduction to digital systems: Basic logic circuit concepts, Synthesis of logic circuits, Sequential logic circuits. Microcomputers: Computer Organisation, Memory types, Digital process control, assembly language and programming. There are laboratory exercises based on the above topics. School of Aerospace, Mechanical and Mechatronic Engineering (AMME). AMME has four degree streams: Aerospace, Mechanical, Biomedical and Mechatronics. Two or three of these streams are covered during this module in any year. Mechanical Engineering demonstrates aspects of mechanical design and manufacturing techniques with a hands-on building task. Aerospace has a lecture on fundamentals of aircraft design. And a hands-on Design-Build-Test task where students work in small teams to gain an introduction to lightweight structures, aerodynamics and flight stability and control. Mechatronics covers software control of machines, including basic electronic knowledge with examples, concepts of software and hardware integration. Group based activity is to design and implement a simple mechatronics system using a Mindstorm Lego set. Biomedical engineering provides a hands-on design project to develop a joint replacement concept. The design process captures inputs such as joint range of motion considerations, biomaterials selection, manufacturing route, design risk analysis. Mechanical Engineering demonstrates aspects of mechanical design and manufacturing techniques with a hands-on building task. Aerospace has a lecture on fundamentals of aircraft design. And a hands-on Design-Build-Test task where students work in small teams to gain an introduction to lightweight structures, aerodynamics and flight stability and control. Mechatronics covers software control of machines, including basic electronic knowledge with examples, concepts of software and hardware integration. Group based activity is to design and implement a simple mechatronics system using a Mindstorm Lego set. Biomedical engineering provides a hands-on design project to develop a joint replacement concept. The design process captures inputs such as joint range of motion considerations, biomaterials selection, manufacturing route, design risk analysis.    Classes<br>    Lectures, Laboratories    Assessment<br>    Through semester assessment (100%)                                        	                                                                Prohibitions            CIVL1900 OR CHNG1108 OR MECH1560 OR AERO1560 OR AMME1960 OR BMET1960 OR MTRX1701 OR ENGG1960                                        "
ELEC5206,Sustainable Energy Systems,"This unit introduces students to solving engineering problems using computers. Students learn how to organise data to present and understand it better using a spreadsheet (Excel), and also how to instruct the computer exactly what to do to solve complex problems using programming (Matlab). Real engineering examples, applications and case-studies are given, and students are required to think creatively and solve problems using computer tools. Matlab will cover three-quarters of the unit. The remaining one-quarter will be devoted to the use of Excel in engineering scenarios. Furthermore, cross integration between Matlab and Excel will also be highlighted. No programming experience is required or assumed. Students are assumed to have a basic understanding of mathematics and logic, and very elementary computing skills.    Classes<br>    Lectures, Tutorials    Assessment<br>    Through semester assessment (50%) and Final Exam (50%)                                        	                                                                Prohibitions            COSC1003                                        "
ELEC5207,Advanced Power Conversion Technologies,"The unit aims to provide students with an understanding of and competence in solving statics and introductory dynamics problems in engineering. Tutorial sessions will help students to improve their group work and problem solving skills, and gain competency in extracting a simplified version of a problem from a complex situation. Emphasis is placed on the ability to work in 3D as well as 2D, including the 2D and 3D visualisation of structures and structural components, and the vectorial 2D and 3D representations of spatial points, forces and moments. Introduction to kinematics and dynamics topics includes position, velocity and acceleration of a point; relative motion, force and acceleration, momentum, collisions and energy methods.    Classes<br>    Lectures, Tutorials    Assessment<br>    Through semester assessment (100%)                                        	                                                                Prohibitions            CIVL1802                                        "
ELEC5208,Intelligent Electricity Networks ,No official course description found
ELEC5211,Power System Dynamics and Control,No official course description found
ELEC5212,Power System Planning and Markets,"This unit concentrates on the rigors of communication in an engineering context including technical writing, teamwork, formal presentations and critical analysis. It is a precursor to ENGG1803 Professional Engineering 1 for students with a non-English speaking background in degrees that have a free elective available to students, and takes the place of one free elective. Students who enrol in this unit in 1st year will defer ENGG1803 Professional Engineering to 2nd year. Aims: The Unit concerns critical thinking and Intensive English language (in an engineering context) aimed at building skills and confidence in students so that they better engage in the educational process at Sydney University by:- Enhancing student ability to meet the challenges of study in Engineering in the Australian university context. - Intensive focus on the language of Engineering in English. - Developing cross-cultural awareness with a focus on consolidating the essential facets and practices in the tradition of science and research-based skills of sound reasoning. - Increasing critical thinking capacity and preparing students for engaged enquiry in an Engineering context.    Classes<br>    Lectures, Workgroups    Assessment<br>    Through semester assessment (80%) and Final Exam (20%)                                        	        "
ELEC5222,Dissertation A,"Organisations today are heavily reliant on projects as part of their daily operations. A project is a temporary endeavour undertaken with limited resources to achieve organisational goals that are linked to broader organisational strategies and missions. Project management is therefore the process of planning, scheduling, resourcing, budgeting and monitoring the various phases of a project. &quot;Introduction to Project Management&quot; is an introductory course that teaches students essential principles and concepts of project management, its application and related technologies. Students will learn about the project organisation, its structure, and role of the project manager, project sponsor and project committee. In addition, students will also learn how to identify business problems that require project-based solutions, how to select and evaluate projects, develop a business case, and manage the project at a basic level. At completion of the course, students will have a high-level understanding of project management concepts, which equips them with basic technical and managerial skills required for project-based organisations.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (50%) and Final Exam (50%)                                        	                                                                Prohibitions            QBUS2350                                        "
ELEC5223,Dissertation B,"Projects need to be set up to succeed from the start. This includes careful consideration of the purpose of the project and how this breaks down through work, deliverables and responsibility. This Unit of Study addresses the techniques required to design a successful project. It provides the foundation for more detailed planning and execution. Upon completion of this course, students will develop thinking and listening skills, while demonstrating initiative and drive to achieve project related outcomes.    Classes<br>    lectures, tutorials    Assessment<br>    through semester assessment (100%)                                        	        "
ELEC5303,Computer Control System Design [Not Offered 2018],"Project management requires complex planning decisions with regards to schedules, budgets and resources in both traditional and agile environments. This unit of study introduces students to tools, methods and approaches such as the work breakdown structure, milestone planning, precedence diagram, Gantt charts and critical pathways. These tools and techniques help project managers balance time, cost and resources; and understand the impact on the schedule, budget and resource allocation associated with potential risks.    Classes<br>    lectures, tutorials    Assessment<br>    through semester assessment (100%)                                        	                                                                Prohibitions            CIVL3805                                        "
ELEC5304,Multidimensional Signal Processing,No official course description found
ELEC5305,"Acoustics, Speech and Signal Processing [not running in 2018]","Special project specified for individual requirements.                                        	        "
ELEC5306,Advanced Signal Processing: Video Compression,No official course description found
ELEC5307,Advanced Signal Processing with Deep Learning,"This course aims to extend student experience beyond the design and build phase of engineering to the business planning necessary to transform a good idea into a commercial reality. It will provide the opportunity for students to develop a range of skills used by professional engineers in a business environment, including planning, strategy development and assessment, business environment and market analysis together with financial management and resource allocation.    Classes<br>    Lectures, Project Work - in class, Project Work - own time, Research, Presentation    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            Distinction average WAM                                                "
ELEC5402,Digital Integrated Circuit Design,"The aim of this unit is to enhance the capacity of students to assess, plan improve and evaluate their learning needs in relation to becoming a professional engineer. This unit will continue the development of both academic and professional skills through relevant and authentic activities and a project. Integrated Engineering 2 (ENGG2111) will use management and projects as a perspective to explore engineering approaches to addressing open-ended problems. The unit requires students to engage in a project that requires a degree of independence, innovation, resilience and resourcefulness as well as to investigate key skills associated with managing projects and relate these to national and global employability skills. The project raises awareness about the complexity of engineering in that problems may be vague or ambiguous with no clear right or wrong answers, and students are encouraged to explore and critique ideas, use logical problem solving, and reflect on the process and decisions made with the explicit purpose of becoming critical thinkers. There are two main components: projects and professional development. Students learn project management skills which are then applied to a project. The professional development aspect involves students rating themselves and their peers on teamwork skills, including communication and conflict resolution. Achievements throughout the semester are documented for presentation in the students&apos; e-portfolio. By the end of the semester students are expected to have a well-developed career concept that aligns with engineering competencies.    Classes<br>    Lectures, Tutorials    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            ENGG1111 OR ENGG1061 OR ENGD1000                                                "
ELEC5403,Radio Frequency Engineering,"This is a theory and case study based unit providing students with a unified approach to the analysis of project value, supported by explicit methods for ranking and selection of projects on the basis of returns and sensitivity. The unit uses &quot;Project Finance&quot; as a vehicle for descibing the fundamentals of project management financing and contrasts it with &quot;Direct Financing&quot;, a more traditional approach to funding projects.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            ENGG1850 OR (ENGG1865 AND [24 cp of BPM core 2000 level units]) OR (30 cp of any 2000 level units of study)                        Prohibitions            CIVL3812 OR CIVL2812                                        "
ELEC5507,Error Control Coding,"Project Management Data analytics (DA) provides extensive coverage related to examining raw data with the purpose of drawing conclusions about that information. It is used in many industries to allow companies and organisation to make better business decisions and in the sciences to verify or disprove existing models or theories. Here, we focus our effort on providing in-depth knowledge and skills to students focusing on inference, process of deriving a conclusion based solely on what is already known by the project manager.    Classes<br>    Lectures, Tutorials, Laboratories    Assessment<br>    Through semester assessment (50%) and Final Exam (50%)                                        	                                                        Pre-requisites            ENGG1860 OR [ENGG1850 AND (MATH1021, MATH1002, MATH1023, MATH1005) OR (MATH1011, MATH1013, MATH1014, MATH1015)]                                                "
ELEC5508,Wireless Engineering,No official course description found
ELEC5509,Mobile Networks,"Project Acceptance offers a specific, succinct, step-by-step project quality management process. It offers an immediate hands-on capability to improve project implementation and customer satisfaction in any project domain and will help maintain cost and schedule constraints to ensure a quality project. This unit introduces tools and techniques that implement the general methods defined in A Guide to the Project Management Body of Knowledge-Third Edition (PMBOK) published by the Project Management Institute (PMI), and augment those methods with more detailed, hands-on procedures that have been proven through actual practice. This unit is aimed at providing students an explicit step-by-step quality management process, along with a coherent set of quality tools organised and explained according to their application within this process that can be applied immediately in any project context. It further introduces a Wheel of Quality that codifies in one complete image the contributing elements of contemporary quality management. It also help in understanding the process for establishing a new quality tool, the pillar diagram, that provides a needed capability to identify root causes of undesirable effects.    Classes<br>    Lectures, Laboratories, Tutorials    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            PMGT1852                                                "
ELEC5510,Satellite Communication Systems,No official course description found
ELEC5511,Optical Communication Systems,"This unit aims to give the student experience in critically engaging an audience in the theoretical and practical understanding of engineering and technology. Students will learn professional skills in client relationship management, teaching and presenting, project management, leadership and teamwork. This work will be carried out with partner schools to enhance the engineering knowledge and understanding of Stage 5 high school students. This unit places students in an environment with which they are familiar, albeit in a very different and challenging role. It allows them the opportunity to deliver a project for a professional external client and in doing so showcase engineering, the faculty and the University to the wider community.    Classes<br>    Lectures, Project Work - in class, Project Work - own time, Research, Presentation    Assessment<br>    Through semester assessment (100%)                                        	                                                        Pre-requisites            Distinction average WAM                                                "
